"id";"id_profesor";"id_centro";"curso_escolar_id";"fecha_registro";"D1_LID1";"D9_SO4";"D2_GE1";"D9_SO2";"D2_GE3";"D8_AP4";"D6_APD1";"D5_INT2";"D7_TC1";"D4_EE2";"D8_AP1";"D3_COM2";"D8_AP3";"D2_GE4";"D9_SO1";"D2_GE2";"D9_SO3";"D1_LID2";"D3_COM1";"D8_AP2";"D4_EE1";"D7_TC2";"D5_INT1";"D6_APD2";"P1_EJP1";"P3_ASO4";"P1_EJP3";"P2_AAP1";"P2_AAP3";"P3_ASO1";"P3_ASO3";"P1_EJP2";"P1_EJP4";"P2_AAP2";"P3_ASO2";"P2_AAP4";"A1_CF1";"A7_ASR2";"A2_INT1";"A6_DIS2";"A3_ESF1";"A5_COP2";"A4_COA1";"A1_CF2";"A5_COP1";"A4_COA2";"A6_DIS1";"A2_INT2";"A7_ASR1";"A3_ESF2";"F1_COP1";"F2_RES1";"F4_INT2";"F3_CON2";"F1_COP2";"F2_RES2";"F4_INT1";"F3_CON1";"CRD1";"CRSS1";"CRP1";"CRA1";"CRR1";"CRF1";"CRCC1";"CRD2";"CRP2";"CRA2";"CRF2";"CRCC2";"CRR2";"CRSS2";"D9_SO4X";"D9_SO2X";"D8_AP4X";"D5_INT2X";"D4_EE2X";"D3_COM2X";"D2_GE4X";"D2_GE2X";"D1_LID2X";"D8_AP2X";"D7_TC2X";"D6_APD2X";"P3_ASO4X";"P1_EJP2X";"P1_EJP4X";"P2_AAP2X";"P3_ASO2X";"P2_AAP4X";"A7_ASR2X";"A6_DIS2X";"A5_COP2X";"A1_CF2X";"A4_COA2X";"A2_INT2X";"A3_ESF2X";"F4_INT2X";"F1_COP2X";"F2_RES2X";"F3_CON2X";"SEGACOAL1X";"SEGPCON1X";"SEGACOAL2X";"SEGPCON2X";"SEGACOAL3X";"SEGPCON3X";"D_LID";"D_GE";"D_COM";"D_EE";"D_INT";"D_APD";"D_TC";"D_AP";"D_SO";"P_EJP21";"P_EJP22";"P_AAP21";"P_AAP22";"P_ASO21";"P_ASO22";"A_CF";"A_COP";"A_DIS";"A_ASR";"A_INT";"A_ESF";"A_COA";"F_COP";"F_RES";"F_CON";"F_INT";"P_CMR";"P_CMA";"SEGNoViol";"SEGNoAcoso";"SEGProfesorado";"SEGNoProbCond";"CRD";"CRP";"CRA";"CRF";"CRCC";"CRR";"CRSS";"DIRTot";"DIRComPart";"DIRGestion";"PROF_Ptot";"P_EJP";"P_AAP";"P_ASO";"ALUM_TOT";"ALUMConfianza";"ALUMCooper";"ALUMDis";"ALUMMot";"FAMcol_TOT";"ClimSEG";"EntornoFIS";"SATCENTRO_DIR_PROF";"SATCENTRO_DIR_PROF_AL";"SAT_AL_FAM";"SATTOT";"T_PROF_Ptot";"T_P_EJP";"T_P_AAP";"T_P_ASO";"T_ALUM_TOT";"T_ALUMConfianza";"T_ALUMCooper";"T_ALUMDis";"T_ALUMMot";"T_FAMcol_TOT";"CESTot";"T_CESTot";"T_DIRTot";"T_DIRComPart";"T_DIRGestion";"T_D_AP";"T_P_Ormot_Apr";"T_P_Ormot_Res";"T_SEGNoViol";"T_SEGNoAcoso";"T_SEGProfesorado";"T_SEGNoProbCond";"T_ClimSEG";"T_EntornoFIS";"T_SATTOT";"T_SATCENTRO_DIR_PROF";"T_SAT_AL_FAM";"T_SATCENTRO_DIR_PROF_AL"
464;"20020003";"00000002";2024;"2025-11-20 19:00:29";5;5;5;4;4;4;4;2;5;3;3;3;3;5;5;1;3;3;5;3;5;3;5;3;5;5;3;2;3;2;3;4;4;3;3;3;3;3;3;3;4;3;5;3;3;3;5;4;4;4;4;4;4;4;5;3;3;4;3;4;5;5;4;4;4;4;4;4;4;4;4;4;1;2;2;4;3;3;1;5;3;3;3;3;1;2;2;3;3;3;3;3;3;3;3;2;2;2;1;3;2;-3;-3;-3;-3;-3;-3;8;15;8;8;9;7;8;11;11;7;5;5;6;5;4;6;6;8;7;5;6;8;5;7;6;5;17;12;27;-9;27;-9;7;9;9;8;8;8;8;85.00;31.00;43.00;32.00;12.00;11.00;9.00;46.00;13.00;14.00;8.00;11.00;23.00;36.00;27.00;40.00;49.00;17.00;57.00;25.29;31.57;27.13;25.47;39.75;28.24;38.88;63.68;42.46;37.75;215.00;38.80;50.32;57.23;49.67;34.33;30.70;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;60.66;59.25;60.39;60.10
465;"20020004";"00000002";2024;"2025-11-20 19:00:29";3;4;4;4;3;4;3;4;5;3;3;4;3;4;3;3;3;4;3;3;3;3;4;3;3;5;2;5;3;2;2;3;5;3;5;3;3;4;3;4;4;3;2;4;4;3;3;4;2;4;2;3;4;3;5;5;3;2;4;4;2;3;3;3;3;3;2;4;5;4;3;4;2;2;2;2;3;2;2;3;2;3;3;3;1;3;1;3;1;3;2;2;3;2;3;2;2;2;1;1;3;-3;-3;-3;-3;-3;-3;5;12;5;6;6;6;8;11;10;6;3;8;6;3;3;5;7;5;4;5;6;5;3;4;5;5;13;12;27;-9;27;-9;6;4;7;8;7;6;8;69.00;22.00;36.00;29.00;9.00;14.00;6.00;37.00;9.00;12.00;5.00;11.00;17.00;36.00;27.00;32.00;39.00;15.00;47.00;18.98;12.76;44.33;10.20;17.31;-2.29;24.44;37.37;42.46;17.09;177.00;16.49;31.77;34.07;33.00;34.33;30.70;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;41.56;41.25;46.25;39.27
466;"20020005";"00000002";2024;"2025-11-20 19:00:29";4;4;4;4;4;2;2;3;5;2;4;2;3;2;4;2;3;2;3;2;4;1;4;3;4;5;3;4;4;3;4;2;4;4;2;2;5;1;4;2;3;3;5;2;3;2;4;2;5;3;4;4;5;2;5;2;3;3;4;3;3;5;4;4;3;4;4;5;4;4;3;4;2;2;4;3;4;4;4;4;4;4;5;3;1;4;2;2;4;4;5;4;3;4;4;4;3;1;1;4;4;-3;-3;-3;-3;-3;-3;8;16;7;8;7;5;10;15;11;8;5;6;8;7;5;9;6;8;10;8;6;9;5;8;7;4;8;15;27;-9;27;-9;8;7;10;8;7;7;7;87.00;28.00;44.00;39.00;13.00;14.00;12.00;56.00;19.00;15.00;8.00;14.00;24.00;36.00;27.00;36.00;46.00;18.00;54.00;40.01;37.84;44.33;40.74;64.69;74.05;46.10;63.68;60.27;41.19;229.00;47.02;52.64;49.51;52.05;60.56;49.75;32.87;160.88;-98.82;149.02;-114.80;27.72;163.96;54.93;50.25;67.46;53.85
467;"20020006";"00000002";2024;"2025-11-20 19:00:29";3;5;4;5;4;5;4;4;3;4;3;4;3;2;4;4;3;3;4;4;3;5;3;3;3;2;3;3;4;3;4;3;2;4;5;3;5;3;4;4;2;4;3;3;4;4;4;4;3;5;2;2;5;3;5;2;2;3;4;3;2;4;4;4;4;4;3;4;2;4;4;4;1;1;1;2;2;2;4;2;3;2;1;3;4;3;4;2;1;3;3;2;2;3;2;2;1;1;1;4;3;-3;-3;-3;-3;-3;-3;6;14;6;5;5;7;4;9;9;6;7;5;7;4;8;8;6;6;6;6;3;5;3;6;6;3;15;15;27;-9;27;-9;7;5;8;6;8;8;7;65.00;24.00;32.00;37.00;13.00;12.00;12.00;40.00;14.00;11.00;6.00;9.00;18.00;36.00;27.00;36.00;44.00;14.00;50.00;35.80;37.84;32.87;40.74;24.79;35.88;17.22;46.14;30.59;20.53;190.00;24.12;27.14;39.21;23.48;21.21;49.75;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;47.29;50.25;39.19;49.69
468;"20020007";"00000002";2024;"2025-11-20 19:00:30";2;3;3;5;2;1;5;5;3;5;4;5;4;5;5;5;5;3;2;4;5;3;4;1;3;5;4;1;5;2;1;4;4;5;5;3;5;4;3;5;4;4;4;3;5;5;4;2;4;4;5;5;5;5;4;1;5;5;2;5;2;5;5;5;2;2;5;2;4;5;5;5;3;1;5;1;1;1;1;1;3;2;3;5;1;2;2;1;1;3;2;1;2;3;1;4;2;1;2;5;1;-3;-3;-3;-3;-3;-3;5;7;3;6;5;10;6;15;14;5;6;2;8;3;2;8;7;5;6;7;6;5;7;10;6;6;16;20;27;-9;27;-9;7;7;7;9;7;10;10;71.00;24.00;32.00;26.00;11.00;10.00;5.00;44.00;14.00;12.00;5.00;13.00;29.00;36.00;27.00;38.00;45.00;16.00;54.00;12.67;25.30;21.40;5.11;34.76;35.88;24.44;37.37;54.33;58.40;206.00;33.52;34.09;39.21;23.48;60.56;81.49;77.07;160.88;-98.82;149.02;-114.80;27.72;163.96;54.93;54.75;53.32;51.77
469;"20020008";"00000002";2024;"2025-11-20 19:00:30";5;4;4;3;4;4;5;4;4;2;5;2;4;3;5;2;5;2;5;2;5;3;5;2;5;3;4;3;4;4;4;2;2;3;2;2;3;4;4;4;4;3;4;2;5;2;4;2;3;3;2;4;4;3;5;3;2;3;4;4;4;5;3;5;4;5;5;5;5;4;3;3;2;3;2;2;4;4;3;4;4;4;3;4;3;4;4;3;4;4;2;2;3;4;4;4;3;2;1;3;3;-3;-3;-3;-3;-3;-3;9;15;9;9;7;9;7;15;15;9;8;6;8;8;7;7;8;6;5;8;7;8;3;7;6;4;17;19;27;-9;27;-9;9;9;10;10;8;6;7;95.00;36.00;44.00;46.00;17.00;14.00;15.00;49.00;12.00;16.00;6.00;15.00;20.00;36.00;27.00;39.00;49.00;20.00;59.00;54.73;62.92;44.33;56.01;47.23;20.61;53.32;46.14;66.20;27.42;246.00;57.00;61.92;70.10;52.05;60.56;75.14;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;64.48;57.00;81.59;60.10
470;"20020009";"00000002";2024;"2025-11-20 19:00:30";3;3;4;4;4;3;4;3;5;4;3;3;4;3;3;3;4;4;3;4;3;3;4;3;4;3;3;3;2;3;3;3;4;4;3;4;2;4;3;4;2;4;4;4;4;2;2;4;4;4;4;4;3;3;4;4;3;3;4;3;4;4;4;4;3;4;4;3;3;3;3;3;3;2;3;3;2;3;3;3;2;2;3;3;3;3;2;2;3;2;2;2;2;2;4;2;2;3;2;2;3;-3;-3;-3;-3;-3;-3;5;14;6;5;7;7;8;12;12;7;5;5;4;6;6;4;6;4;6;5;4;8;6;6;6;6;14;14;27;-9;27;-9;8;8;7;7;6;7;6;76.00;23.00;41.00;33.00;12.00;9.00;12.00;37.00;10.00;14.00;4.00;9.00;24.00;36.00;27.00;35.00;42.00;14.00;49.00;27.39;31.57;15.67;40.74;17.31;5.34;38.88;28.60;30.59;41.19;198.00;28.82;39.89;36.64;44.90;40.89;43.40;66.02;160.88;-98.82;149.02;-114.80;27.72;163.96;45.38;48.00;39.19;45.52
471;"20030001";"00000003";2024;"2025-11-20 19:00:30";4;5;5;3;4;3;3;4;5;2;4;3;4;2;5;1;4;3;4;2;4;3;3;1;5;2;4;4;5;5;5;2;2;2;2;1;5;1;5;2;4;1;5;1;5;2;4;1;4;2;4;5;2;3;4;2;4;4;4;4;4;5;5;5;5;5;4;5;4;5;5;5;1;3;3;2;4;3;4;5;3;4;3;5;4;4;4;4;4;5;5;4;5;5;4;5;4;4;2;4;3;-3;-3;-3;-3;-3;-3;7;18;7;8;5;8;8;15;13;9;8;8;10;9;9;10;10;8;9;10;8;9;6;9;7;8;12;18;27;-9;27;-9;8;8;10;9;10;10;9;89.00;30.00;44.00;53.00;17.00;18.00;18.00;64.00;19.00;19.00;8.00;18.00;30.00;36.00;27.00;46.00;56.00;19.00;65.00;69.45;62.92;67.25;71.27;84.64;74.05;74.98;63.68;84.01;61.84;266.00;68.74;54.96;54.66;52.05;60.56;68.79;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;75.94;72.74;74.52;74.69
472;"20030002";"00000003";2024;"2025-11-20 19:00:30";3;3;3;4;2;1;2;5;1;2;3;4;3;3;5;4;4;4;1;2;2;2;1;2;5;5;2;3;2;2;1;4;4;3;5;4;4;2;2;5;3;3;2;3;3;4;1;5;5;4;4;4;4;3;4;3;3;4;3;4;3;4;4;3;2;2;2;4;3;3;3;2;3;2;5;1;4;2;3;2;2;4;4;4;1;2;2;3;1;2;4;1;3;3;2;1;2;2;2;3;3;-3;-3;-3;-3;-3;-3;5;10;3;6;2;6;5;15;14;7;4;6;4;3;2;7;6;2;9;3;5;4;6;7;7;5;9;15;27;-9;27;-9;5;5;8;6;5;7;6;66.00;20.00;31.00;26.00;11.00;10.00;5.00;36.00;16.00;10.00;2.00;8.00;25.00;36.00;27.00;28.00;36.00;14.00;42.00;12.67;25.30;21.40;5.11;14.81;51.15;10.00;11.05;24.66;44.63;177.00;16.49;28.30;28.92;21.10;60.56;49.75;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;32.01;32.25;39.19;33.02
473;"20030003";"00000003";2024;"2025-11-20 19:00:31";1;2;4;2;4;4;1;5;5;3;5;5;3;2;2;3;5;1;1;4;2;3;1;3;2;5;3;5;3;3;5;3;2;5;2;3;5;4;4;2;4;3;3;2;5;2;4;2;4;5;3;5;3;3;5;3;4;5;3;1;2;5;3;4;1;1;3;3;4;3;2;3;4;4;2;1;3;1;4;3;5;2;3;3;1;3;4;1;4;3;2;4;3;4;4;4;1;3;1;3;3;-3;-3;-3;-3;-3;-3;6;15;2;5;2;4;8;12;15;5;7;6;6;7;6;9;8;8;6;8;5;7;4;8;8;7;17;15;27;-9;27;-9;6;5;8;8;4;5;4;69.00;17.00;40.00;37.00;12.00;12.00;13.00;51.00;15.00;15.00;8.00;13.00;27.00;36.00;27.00;22.00;30.00;16.00;38.00;35.80;31.57;32.87;45.83;52.22;43.51;46.10;63.68;54.33;51.51;216.00;39.39;31.77;21.20;42.52;40.89;49.75;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;24.36;18.75;53.32;20.52
474;"20030004";"00000003";2024;"2025-11-20 19:00:31";3;4;2;3;2;3;4;5;3;2;3;5;3;4;3;4;3;3;2;3;3;4;3;3;4;4;2;4;4;3;3;4;4;4;3;4;4;2;3;5;4;4;4;4;4;2;2;2;4;4;4;4;2;3;3;3;4;4;2;2;4;4;2;4;2;2;3;4;4;3;3;3;2;3;3;1;4;1;2;2;3;3;2;3;2;2;2;2;3;2;4;1;2;2;4;4;2;4;3;3;3;-3;-3;-3;-3;-3;-3;6;8;3;7;4;7;5;12;11;6;4;6;6;6;5;6;6;3;8;7;6;8;7;7;7;8;13;15;27;-9;27;-9;5;7;8;8;5;5;5;63.00;23.00;28.00;33.00;10.00;12.00;11.00;44.00;14.00;14.00;3.00;13.00;29.00;36.00;27.00;26.00;34.00;16.00;42.00;27.39;19.03;32.87;35.65;34.76;35.88;38.88;19.82;54.33;58.40;197.00;28.23;24.82;36.64;13.95;40.89;49.75;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;32.01;27.75;53.32;28.85
475;"20030005";"00000003";2024;"2025-11-20 19:00:31";2;3;2;4;3;5;2;2;3;4;2;4;2;4;3;3;1;5;1;4;3;3;2;3;3;5;2;2;2;3;2;4;3;3;5;4;3;4;3;1;3;2;4;3;4;2;4;3;4;3;2;3;4;3;5;3;2;3;3;3;2;4;3;3;3;3;3;3;2;3;3;3;3;2;1;4;2;2;2;3;1;2;3;3;1;2;3;3;1;2;2;5;4;3;4;3;3;2;1;3;3;-3;-3;-3;-3;-3;-3;3;10;3;5;6;5;6;7;9;5;5;5;4;4;3;6;8;9;6;6;6;8;3;6;6;4;19;9;27;-9;27;-9;6;5;7;5;6;6;6;54.00;16.00;31.00;26.00;10.00;9.00;7.00;49.00;12.00;16.00;9.00;12.00;19.00;36.00;27.00;29.00;36.00;12.00;41.00;12.67;19.03;15.67;15.29;47.23;20.61;53.32;72.46;48.40;23.98;176.00;15.91;14.38;18.62;21.10;8.10;11.65;93.65;160.88;-98.82;149.02;-114.80;27.72;163.96;30.10;34.50;25.05;33.02
476;"20030006";"00000003";2024;"2025-11-20 19:00:31";2;3;3;3;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;2;2;4;2;3;3;2;3;2;3;2;2;2;3;2;2;4;4;5;4;5;4;5;3;3;3;3;3;2;3;3;3;2;2;5;2;5;4;3;4;2;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;4;3;4;4;4;4;2;1;1;1;3;3;4;3;-3;-3;-3;-3;-3;-3;5;11;5;5;6;6;6;12;12;7;6;6;6;7;5;5;8;8;8;3;4;3;6;7;6;6;12;15;27;-9;27;-9;7;6;7;8;7;5;5;68.00;21.00;35.00;37.00;13.00;12.00;12.00;39.00;13.00;11.00;8.00;7.00;25.00;36.00;27.00;29.00;36.00;15.00;44.00;35.80;37.84;32.87;40.74;22.29;28.24;17.22;63.68;18.72;44.63;196.00;27.65;30.61;31.49;30.62;40.89;49.75;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;35.83;34.50;46.25;33.02
477;"20030007";"00000003";2024;"2025-11-20 19:00:32";1;3;2;3;3;1;1;5;1;5;3;5;1;2;4;3;4;5;1;2;1;3;1;5;4;5;1;3;2;2;3;3;1;4;1;3;4;2;2;1;2;1;2;2;2;2;5;4;2;5;2;3;2;2;5;3;2;1;1;2;3;4;4;4;2;1;1;4;3;4;4;2;3;3;5;1;1;1;4;3;1;4;3;1;1;3;5;2;5;3;4;5;5;4;4;2;1;4;1;3;4;-3;-3;-3;-3;-3;-3;2;12;2;2;2;2;4;13;14;7;6;5;5;7;4;8;7;10;6;4;3;6;3;6;5;6;6;19;27;-9;27;-9;2;4;8;7;6;8;4;53.00;8.00;32.00;34.00;13.00;10.00;11.00;44.00;14.00;13.00;10.00;7.00;20.00;36.00;27.00;24.00;32.00;15.00;39.00;29.50;37.84;21.40;35.65;34.76;35.88;31.66;81.23;18.72;27.42;176.00;15.91;13.22;-1.97;23.48;47.44;75.14;21.82;160.88;-98.82;149.02;-114.80;27.72;163.96;26.28;23.25;46.25;24.69
478;"20030008";"00000003";2024;"2025-11-20 19:00:32";2;5;2;3;3;4;2;4;2;3;3;4;2;3;3;2;3;4;3;3;1;3;1;3;4;5;2;4;2;3;1;4;3;3;4;4;5;2;3;2;5;2;5;1;3;3;3;2;4;2;3;3;3;3;5;3;3;3;3;3;2;5;5;3;2;2;4;4;3;3;4;2;1;3;2;2;3;2;3;4;2;3;3;3;1;2;3;3;2;2;4;4;4;5;3;4;4;3;1;3;3;-3;-3;-3;-3;-3;-3;4;12;5;4;3;5;5;10;10;6;5;7;4;5;2;10;7;7;8;7;9;8;4;6;6;6;9;9;27;-9;27;-9;7;6;9;6;5;9;5;58.00;18.00;30.00;29.00;11.00;11.00;7.00;56.00;18.00;15.00;7.00;16.00;22.00;36.00;27.00;30.00;39.00;15.00;45.00;18.98;25.30;27.13;15.29;64.69;66.41;46.10;54.91;72.14;34.30;183.00;20.01;19.02;23.77;18.71;27.77;11.65;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;37.74;36.75;46.25;39.27
479;"20030009";"00000003";2024;"2025-11-20 19:00:32";4;3;2;4;3;3;4;3;4;3;3;3;2;1;5;2;4;2;1;5;3;2;1;3;3;4;3;4;4;3;4;2;4;2;3;3;4;2;2;4;2;2;4;3;4;4;4;4;4;4;3;3;3;5;4;3;3;3;3;2;3;3;1;4;4;3;4;2;3;4;1;1;3;2;3;3;3;3;5;4;4;1;4;3;2;4;2;4;3;3;4;2;4;3;2;2;2;3;2;3;1;-3;-3;-3;-3;-3;-3;8;14;4;6;4;7;8;9;14;7;5;8;7;6;6;7;8;6;8;4;4;6;5;6;4;6;6;10;27;-9;27;-9;7;7;5;7;8;2;3;74.00;25.00;40.00;39.00;12.00;15.00;12.00;43.00;15.00;14.00;6.00;8.00;21.00;36.00;27.00;26.00;31.00;12.00;38.00;40.01;31.57;50.06;40.74;32.27;43.51;38.88;46.14;24.66;30.86;193.00;25.88;37.57;41.79;42.52;21.21;18.00;21.82;160.88;-98.82;149.02;-114.80;27.72;163.96;24.36;27.75;25.05;22.60
480;"20030010";"00000003";2024;"2025-11-20 19:00:32";3;4;5;4;5;4;4;3;5;2;3;1;3;2;4;2;5;4;2;3;4;2;4;1;4;2;4;5;4;4;4;1;1;1;2;2;3;2;4;1;4;1;5;2;4;2;4;2;4;2;4;4;3;3;2;2;2;3;2;4;4;4;5;4;4;4;5;4;4;4;4;3;2;2;2;3;4;5;4;4;2;3;4;5;4;5;5;5;4;4;4;5;5;4;4;4;4;3;4;4;3;-3;-3;-3;-3;-3;-3;5;18;7;8;7;9;9;11;13;9;9;10;8;8;8;7;9;9;8;8;8;9;8;8;6;5;14;12;27;-9;27;-9;7;9;8;8;8;9;7;87.00;29.00;47.00;52.00;18.00;18.00;16.00;58.00;15.00;18.00;9.00;16.00;27.00;36.00;27.00;39.00;47.00;16.00;55.00;67.35;69.18;67.25;61.09;69.68;43.51;67.76;72.46;72.14;51.51;250.00;59.35;52.64;52.08;59.19;34.33;30.70;66.02;160.88;-98.82;149.02;-114.80;27.72;163.96;56.84;57.00;53.32;55.94
481;"20030011";"00000003";2024;"2025-11-20 19:00:33";4;4;3;4;3;4;4;4;1;1;3;2;3;5;2;4;3;2;4;4;4;1;2;5;4;5;3;4;1;2;4;4;2;3;5;2;5;1;2;5;3;4;5;2;5;4;3;5;5;4;4;4;4;1;5;3;4;4;1;3;1;4;1;4;3;2;3;4;3;3;1;3;2;2;2;2;5;4;1;2;4;2;5;1;1;2;4;3;1;4;5;1;2;4;2;1;2;2;1;3;5;-3;-3;-3;-3;-3;-3;8;9;8;9;4;5;6;10;9;6;7;7;5;3;5;9;7;4;10;3;5;7;5;7;9;6;15;14;27;-9;27;-9;4;4;8;7;6;2;6;68.00;30.00;28.00;33.00;13.00;12.00;8.00;45.00;19.00;14.00;4.00;8.00;27.00;36.00;27.00;21.00;29.00;15.00;36.00;27.39;37.84;32.87;20.38;37.26;74.05;38.88;28.60;24.66;51.51;202.00;31.17;30.61;54.66;13.95;27.77;43.40;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;20.54;16.50;46.25;18.44
482;"20030012";"00000003";2024;"2025-11-20 19:00:33";5;5;4;4;4;2;2;1;1;4;4;4;4;2;4;3;4;3;2;3;4;4;3;3;5;1;3;3;3;3;3;1;3;3;3;1;4;3;2;3;4;4;2;5;3;4;2;3;3;3;1;3;3;3;4;3;3;2;3;2;2;3;4;3;2;2;3;4;3;2;3;2;1;2;4;5;2;2;4;3;3;3;2;3;5;5;3;3;3;5;3;3;2;1;2;3;3;3;2;3;3;-3;-3;-3;-3;-3;-3;8;15;4;6;8;5;3;15;11;10;6;6;8;6;8;5;5;5;6;5;7;4;3;6;5;6;13;19;27;-9;27;-9;6;5;7;6;4;7;4;75.00;23.00;37.00;44.00;16.00;14.00;14.00;37.00;11.00;9.00;5.00;12.00;20.00;36.00;27.00;25.00;32.00;13.00;38.00;50.53;56.65;44.33;50.92;17.31;12.98;2.78;37.37;48.40;27.42;208.00;34.69;38.73;36.64;35.38;60.56;75.14;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;24.36;25.50;32.12;24.69
483;"20030013";"00000003";2024;"2025-11-20 19:00:33";2;5;3;5;3;2;2;4;4;2;2;4;2;1;5;4;5;4;2;5;2;2;2;2;2;4;2;4;4;2;2;2;2;4;4;4;5;2;2;2;3;2;4;2;4;5;5;5;5;5;2;3;5;5;5;1;4;1;2;2;2;3;2;3;3;2;2;2;1;5;4;2;1;1;4;2;4;2;5;2;2;1;4;4;2;4;4;2;2;2;4;4;4;4;1;1;1;1;1;5;1;-3;-3;-3;-3;-3;-3;4;13;4;6;4;6;8;9;12;6;6;6;6;4;4;9;8;9;9;3;4;5;3;8;2;5;8;9;27;-9;27;-9;4;4;5;4;8;6;4;66.00;20.00;37.00;32.00;12.00;12.00;8.00;47.00;18.00;13.00;9.00;7.00;18.00;36.00;27.00;26.00;31.00;9.00;35.00;25.29;31.57;32.87;20.38;42.24;66.41;31.66;72.46;18.72;20.53;180.00;18.25;28.30;28.92;35.38;21.21;11.65;32.87;160.88;-98.82;149.02;-114.80;27.72;163.96;18.63;27.75;3.85;22.60
484;"20040001";"00000004";2024;"2025-11-20 19:00:33";3;4;4;5;4;5;4;4;4;4;2;2;2;4;4;2;4;3;3;2;4;4;4;2;4;5;4;2;4;4;2;2;3;3;2;2;4;2;2;5;3;4;3;2;4;3;2;4;4;5;4;3;4;4;5;3;2;3;4;4;3;4;4;4;4;3;3;4;3;4;4;4;2;1;1;2;2;4;2;4;3;4;2;4;1;4;3;3;4;4;4;1;2;4;3;2;1;2;1;3;2;-3;-3;-3;-3;-3;-3;6;14;7;6;6;8;6;9;11;8;7;5;8;8;3;8;6;3;8;4;4;6;5;6;5;4;15;16;27;-9;27;-9;7;6;8;7;8;8;8;73.00;27.00;37.00;39.00;15.00;13.00;11.00;39.00;16.00;12.00;3.00;8.00;20.00;36.00;27.00;37.00;45.00;15.00;52.00;40.01;50.38;38.60;35.65;22.29;51.15;24.44;19.82;24.66;27.42;202.00;31.17;36.41;46.94;35.38;21.21;56.10;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;51.11;52.50;46.25;51.77
485;"20040002";"00000004";2024;"2025-11-20 19:00:34";5;3;3;4;5;3;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;4;3;5;3;3;3;4;3;3;3;3;3;3;3;5;2;4;3;4;2;4;3;4;3;4;3;4;4;3;4;3;3;3;4;3;4;5;4;4;5;4;4;4;4;4;4;4;4;4;4;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;2;3;3;2;3;-3;-3;-3;-3;-3;-3;8;14;7;6;7;6;6;13;12;8;6;6;7;6;6;8;8;7;8;7;6;7;6;6;7;6;12;17;27;-9;27;-9;9;8;9;8;8;8;8;79.00;27.00;39.00;39.00;14.00;13.00;12.00;51.00;16.00;15.00;7.00;13.00;25.00;36.00;27.00;41.00;50.00;17.00;58.00;40.01;44.11;38.60;40.74;52.22;51.15;46.10;54.91;54.33;44.63;223.00;43.50;43.37;46.94;40.14;47.44;62.44;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;62.57;61.50;60.39;62.19
486;"20040003";"00000004";2024;"2025-11-20 19:00:34";3;3;3;4;3;3;4;4;3;3;4;4;3;2;3;3;3;4;2;4;4;4;4;3;2;5;2;3;2;4;2;4;4;4;5;4;4;2;4;4;3;2;4;2;4;1;3;2;4;5;3;3;3;3;4;3;3;3;3;3;2;4;3;4;3;2;2;4;3;3;3;3;3;2;3;2;3;2;4;3;2;2;2;3;1;2;2;2;1;2;4;2;4;4;5;4;1;3;2;3;3;-3;-3;-3;-3;-3;-3;5;13;4;7;6;7;5;12;11;4;4;5;4;5;3;8;8;5;8;8;4;9;5;6;6;6;14;11;27;-9;27;-9;5;4;8;7;6;6;6;70.00;23.00;35.00;25.00;8.00;9.00;8.00;50.00;16.00;17.00;5.00;12.00;23.00;36.00;27.00;27.00;35.00;15.00;42.00;10.57;6.49;15.67;20.38;49.73;51.15;60.54;37.37;48.40;37.75;193.00;25.88;32.93;36.64;30.62;40.89;24.35;66.02;160.88;-98.82;149.02;-114.80;27.72;163.96;32.01;30.00;46.25;30.94
